ID,avg_rainfall_spring,avg_rainfall_summer,avg_rainfall_autumn,avg_rainfall_winter,avg_temperature_spring,avg_temperature_summer,avg_temperature_autumn,avg_temperature_winter
1222328696.0,121.65299999999998,185.5413333333333,98.98633333333335,125.41999999999994,26.29658796666667,29.980314966666665,24.973753300000002,15.374015633333332
1222294295.0,102.76366666666665,204.16233333333332,96.86366666666666,80.15633333333334,27.91338573333333,30.540682466666667,26.39763786666666,19.223097266666667
1222294297.0,102.24066666666666,201.37733333333327,100.119,79.13633333333335,25.36876643333333,28.17060363333333,24.59711266666667,17.615485483333334
1222283377.0,102.76366666666665,204.16233333333332,96.86366666666666,80.15633333333334,27.91338573333333,30.540682466666667,26.39763786666666,19.223097266666667
1222283410.0,103.35066666666667,209.0253333333333,98.06833333333333,79.30066666666667,26.103674400000003,29.2086615,25.249343833333334,18.405511833333332
1222283886.0,102.24066666666666,201.37733333333327,100.119,79.13633333333335,25.36876643333333,28.17060363333333,24.59711266666667,17.615485483333334
1222294298.0,102.24066666666666,201.37733333333327,100.119,79.13633333333335,25.36876643333333,28.17060363333333,24.59711266666667,17.615485483333334
1222334003.0,102.24066666666666,201.37733333333327,100.119,79.13633333333335,25.36876643333333,28.17060363333333,24.59711266666667,17.615485483333334
1222334004.0,103.32999999999998,216.10666666666663,96.47866666666668,78.45133333333335,28.74015753333334,30.64173243333334,26.379265300000004,19.627296416666663
1222286996.0,105.722,202.9793333333333,94.10899999999998,83.76633333333332,29.53937013333334,31.37664043333334,26.9396325,20.086614083333334
1222334005.0,103.784,209.44366666666662,95.71266666666666,81.50133333333333,29.53937000000001,31.440944933333324,27.031495999999997,19.90288721666667
1222334006.0,102.24066666666666,201.37733333333327,100.119,79.13633333333335,25.36876643333333,28.17060363333333,24.59711266666667,17.615485483333334
1222334007.0,103.33733333333335,197.11233333333337,105.3253333333333,75.72499999999998,25.580052399999996,28.087926633333332,24.725721800000006,18.028871350000006
1222334008.0,102.76366666666665,204.16233333333332,96.86366666666666,80.15633333333334,27.91338573333333,30.540682466666667,26.39763786666666,19.223097266666667
1222283446.0,102.227,206.89733333333334,100.40399999999998,78.06400000000001,25.29527566666666,28.152230966666664,24.716535399999998,18.093175583333334
1222334009.0,102.227,206.89733333333334,100.40399999999998,78.06400000000001,25.29527566666666,28.152230966666664,24.716535399999998,18.093175583333334
1222334010.0,102.227,206.89733333333334,100.40399999999998,78.06400000000001,25.29527566666666,28.152230966666664,24.716535399999998,18.093175583333334
1222285830.0,103.35066666666667,209.0253333333333,98.06833333333333,79.30066666666667,26.103674400000003,29.2086615,25.249343833333334,18.405511833333332
1222286969.0,102.227,206.89733333333334,100.40399999999998,78.06400000000001,25.29527566666666,28.152230966666664,24.716535399999998,18.093175583333334
1222294300.0,103.15966666666665,202.007,95.39099999999999,82.34500000000001,27.25196843333334,29.916010533333342,25.681102266666677,19.076115633333334
1222334011.0,102.384,211.529,102.366,76.12433333333335,26.838582700000003,28.685039433333333,25.44225723333334,19.0485564
1222334012.0,102.227,206.89733333333334,100.40399999999998,78.06400000000001,25.29527566666666,28.152230966666664,24.716535399999998,18.093175583333334
1222283473.0,102.76366666666665,204.16233333333332,96.86366666666666,80.15633333333334,27.91338573333333,30.540682466666667,26.39763786666666,19.223097266666667
1222334013.0,105.722,202.9793333333333,94.10899999999998,83.76633333333332,29.53937013333334,31.37664043333334,26.9396325,20.086614083333334
1222334014.0,102.227,206.89733333333334,100.40399999999998,78.06400000000001,25.29527566666666,28.152230966666664,24.716535399999998,18.093175583333334
1222334015.0,103.51399999999997,206.14933333333326,95.3613333333333,81.20533333333333,28.317585299999998,31.229658866666668,26.379265166666666,19.278215083333336
1222283502.0,102.227,206.89733333333334,100.40399999999998,78.06400000000001,25.29527566666666,28.152230966666664,24.716535399999998,18.093175583333334
